,Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,power_per_rpm,torque_per_rpm,Age
1499,Hyundai,380000,55660,Petrol,Manual,Raipur,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,7
1500,Skoda,819999,94580,Petrol,Automatic,Kanpur,Black,First,Individual,1798.0,FWD,4659.0,1814.0,1476.0,5.0,50.0,0.03933333333333333,0.2,7
1501,Mercedes-Benz,1691000,45000,Petrol,Automatic,Mumbai,White,Second,Individual,1991.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,0.03290909090909091,0.25,7
1502,Mercedes-Benz,5200000,10000,Diesel,Automatic,Delhi,Blue,First,Individual,1950.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,0.05052631578947368,0.25,3
1503,Maruti Suzuki,725000,57000,Diesel,Manual,Lucknow,White,First,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.02225,0.11428571428571428,6
1504,Hyundai,725000,45000,Other,Manual,Ludhiana,Grey,First,Individual,1197.0,FWD,3805.0,1680.0,1520.0,5.0,60.0,0.011333333333333334,0.02375,1
1505,Maruti Suzuki,155000,90342,Other,Manual,Ambala Cantt,White,Second,Individual,796.0,FWD,3495.0,1475.0,1460.0,5.0,35.0,0.006290322580645161,0.018,11
1506,Honda,700000,1000,Petrol,Manual,Delhi,White,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.014833333333333334,0.022916666666666665,0
1507,Hyundai,235000,135000,Diesel,Manual,Ambala Cantt,White,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,11
1508,Toyota,1975000,123000,Diesel,Manual,Bangalore,White,Second,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.245,8
1509,Mahindra,810000,47531,Diesel,Manual,Bangalore,White,First,Individual,2179.0,AWD,4585.0,1890.0,1785.0,7.0,70.0,0.037333333333333336,0.11785714285714285,10
1510,Kia,1350000,79000,Diesel,Manual,Ludhiana,Grey,Second,Individual,1493.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,0.02825,0.16666666666666666,3
1511,Mahindra,450000,95000,Diesel,Manual,Chandigarh,White,First,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,0.03,0.16111111111111112,11
1512,Hyundai,250000,53000,Petrol,Manual,Kanpur,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,11
1513,Hyundai,819999,30000,Diesel,Manual,Ahmedabad,White,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.02225,0.14666666666666667,2
1514,Toyota,2690000,65000,Diesel,Automatic,Gurgaon,Grey,First,Individual,2755.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,0.051176470588235295,0.28125,5
1515,Hyundai,1240000,440000,Diesel,Automatic,Delhi,Grey,First,Individual,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0315,0.17333333333333334,4
1516,Honda,790000,63088,Petrol,Manual,Jaipur,White,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,6
1517,Hyundai,150000,62000,Petrol,Manual,Mumbai,Red,Second,Individual,1086.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,,,14
1518,Chevrolet,400000,80000,Diesel,Manual,Mumbai,Silver,Third,Individual,1991.0,,4597.0,1788.0,1477.0,5.0,60.0,,,11
1519,BMW,8300000,29000,Diesel,Automatic,Delhi,Blue,First,Individual,2993.0,AWD,4922.0,2004.0,1745.0,5.0,80.0,0.0655,0.41333333333333333,2
1520,Volvo,6000000,2600,Diesel,Automatic,Mumbai,Blue,First,Individual,1969.0,FWD,4963.0,1879.0,1443.0,5.0,55.0,0.044,0.22857142857142856,2
1521,Hyundai,390000,81000,Diesel,Manual,Lucknow,White,First,Individual,1120.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,0.01775,0.10285714285714286,8
1522,Hyundai,385000,73000,Petrol,Manual,Delhi,Grey,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.019206349206349206,0.03761904761904762,11
1523,Ford,3650000,34000,Diesel,Automatic,Delhi,Black,First,Individual,3198.0,AWD,4892.0,1860.0,1837.0,7.0,80.0,0.06566666666666666,0.26857142857142857,3
1524,Hyundai,547000,36623,Petrol,Manual,Zirakpur,Silver,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.019206349206349206,0.03761904761904762,9
1525,Hyundai,1295000,30000,Petrol,Automatic,Delhi,Black,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0190625,0.0311340206185567,4
1526,Maruti Suzuki,570000,5000,Petrol,Manual,Kanpur,White,First,Individual,,,3655.0,1620.0,1675.0,5.0,32.0,,,0
1527,Honda,844999,80121,Petrol,Automatic,Mumbai,White,Second,Individual,,,,,,,,,,8
1528,Hyundai,250000,64000,Petrol,Manual,Lucknow,Grey,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,11
1529,Toyota,1670000,39000,Petrol,Automatic,Ahmedabad,Brown,Second,Individual,1798.0,FWD,4620.0,1775.0,1475.0,5.0,55.0,0.0215625,0.04325,3
1530,Maruti Suzuki,890000,70000,Diesel,Manual,Dak. Kannada,Maroon,Second,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,5
1531,Audi,2380000,36000,Diesel,Automatic,Jalandhar,White,Second,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,3
1532,Maruti Suzuki,775000,40000,Petrol,Automatic,Chennai,Red,First,Individual,1197.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,0.013666666666666667,0.026904761904761904,4
1533,Mercedes-Benz,7050000,1102,Petrol,Manual,Bangalore,Black,Other,Individual,,,,,,,,,,0
1534,Volkswagen,500000,62000,Diesel,Manual,Hyderabad,Brown,First,Individual,1498.0,FWD,3987.0,1698.0,1483.0,5.0,45.0,0.02119047619047619,0.15333333333333332,8
1535,Mercedes-Benz,675000,97000,Diesel,Automatic,Mumbai,Black,First,Individual,2143.0,RWD,4596.0,2020.0,1447.0,5.0,66.0,,,11
1536,Volkswagen,525000,43550,Petrol,Manual,Hyderabad,Other,First,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,0.013703703703703704,0.029333333333333333,8
1537,Ford,850000,28000,Diesel,Manual,Mumbai,White,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,0.0264,0.11714285714285715,3
1538,Renault,390000,47874,Petrol,Manual,Bangalore,Red,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.012181818181818183,0.021411764705882352,4
1539,Hyundai,965000,87001,Diesel,Manual,Delhi,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,4
1540,Ssangyong,975000,72000,Diesel,Automatic,Bangalore,Silver,First,Individual,2696.0,AWD,4755.0,1900.0,1785.0,7.0,78.0,0.046,0.134,9
1541,BMW,3025000,59000,Diesel,Automatic,Mumbai,Blue,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,3
1542,Toyota,650000,143477,Diesel,Manual,Dehradun,Other,Second,Individual,2494.0,,4555.0,1770.0,1755.0,7.0,55.0,,,10
1543,Audi,1390000,85900,Diesel,Automatic,Agra,Brown,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,8
1544,Maruti Suzuki,950000,10000,Petrol,Automatic,Mumbai,Other,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.014833333333333334,0.02568181818181818,0
1545,Audi,5900000,47000,Diesel,Automatic,Delhi,Blue,First,Individual,2967.0,AWD,5052.0,1968.0,1740.0,7.0,75.0,0.08419243986254296,0.4,4
1546,Maruti Suzuki,409999,55000,Petrol,Manual,Delhi,Grey,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.014166666666666666,0.0285,8
1547,Volkswagen,575000,69508,Diesel,Manual,Ranga Reddy,White,Second,Individual,1498.0,FWD,3995.0,1682.0,1483.0,5.0,45.0,0.02725,0.16666666666666666,5
1548,Honda,1450000,2500,Diesel,Manual,Ludhiana,White,First,Individual,1498.0,FWD,4549.0,1748.0,1489.0,5.0,40.0,0.02722222222222222,0.11428571428571428,0
1549,Maruti Suzuki,185000,64000,Petrol,Manual,Delhi,Silver,First,Individual,1586.0,,4490.0,1735.0,1560.0,5.0,50.0,,,12
1550,Mercedes-Benz,1650000,53089,Petrol,Automatic,Navi Mumbai,Silver,Second,Individual,1796.0,RWD,4868.0,1854.0,1470.0,5.0,80.0,0.03321428571428572,0.07125,8
1551,Maruti Suzuki,823000,90000,Petrol,Automatic,Bangalore,Other,First,Individual,1462.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.017166666666666667,0.031363636363636364,4
1552,Tata,2095000,23000,Diesel,Manual,Hyderabad,Red,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,0.0448,0.2,1
1553,Maruti Suzuki,350000,55000,Petrol,Manual,Hyderabad,Blue,First,Individual,998.0,,3539.0,1475.0,1700.0,5.0,35.0,,,10
1554,Hyundai,335000,64000,Diesel,Manual,Bulandshahar,White,Second,Individual,1186.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0185,0.10857142857142857,6
1555,Hyundai,649000,52236,Petrol,Manual,Mangalore,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,2
1556,Honda,400000,76000,Petrol,Manual,Delhi,White,First,Individual,1497.0,FWD,4440.0,1695.0,1485.0,5.0,42.0,0.017575757575757574,0.030416666666666668,9
1557,BMW,5500000,19000,Petrol,Automatic,Chennai,Black,First,Individual,1998.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047692307692307694,0.2413793103448276,2
1558,Toyota,1375000,97000,Diesel,Manual,Jalandhar,White,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.245,9
1559,Hyundai,1190000,76000,Diesel,Automatic,Chandigarh,White,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,4
1560,Tata,1930000,15000,Diesel,Manual,Delhi,Black,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,0.0448,0.2,1
1561,Toyota,990000,98000,Diesel,Manual,Mumbai,Other,First,Individual,2494.0,RWD,4585.0,1765.0,1760.0,7.0,55.0,0.028055555555555556,0.16666666666666666,7
1562,Hyundai,725000,36597,Petrol,Manual,Hyderabad,Red,Second,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.013666666666666667,0.02875,5
1563,Mercedes-Benz,6100000,500,Diesel,Automatic,Delhi,Grey,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.05052631578947368,0.25,0
1564,Maruti Suzuki,575000,48000,Petrol,Manual,Mumbai,Red,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.015166666666666667,0.0325,7
1565,Land Rover,3200000,55000,Diesel,Automatic,Pune,Blue,Second,Individual,1999.0,AWD,4600.0,2069.0,1690.0,7.0,65.0,0.04425,0.24571428571428572,6
1566,Toyota,2850000,16000,Diesel,Automatic,Ludhiana,White,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.04352941176470588,0.2571428571428571,0
1567,Maruti Suzuki,725000,53000,Petrol,Manual,Delhi,Grey,First,Individual,1373.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.015666666666666666,0.0325,6
1568,Nissan,380000,35000,Diesel,Manual,Kanpur,Grey,First,Individual,1461.0,FWD,4425.0,1695.0,1505.0,5.0,41.0,0.02266666666666667,0.1,9
1569,Honda,434999,50000,Petrol,Automatic,Mumbai,White,First,Individual,1199.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,0.014833333333333334,0.022916666666666665,8
1570,Volkswagen,425000,52600,Petrol,Manual,Varanasi,Silver,First,Individual,1198.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,0.013703703703703704,0.029333333333333333,6
1571,Honda,675000,25000,Petrol,Manual,Delhi,White,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.014833333333333334,0.022916666666666665,2
1572,Hyundai,399000,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,8
1573,Volkswagen,685000,85000,Diesel,Automatic,Pune,Grey,First,Individual,1498.0,FWD,4384.0,1699.0,1466.0,5.0,55.0,0.02340909090909091,0.16666666666666666,7
1574,Maruti Suzuki,265000,28000,Petrol,Manual,Mumbai,Silver,First,Individual,,,,,,,,,,11
1575,Volkswagen,940000,35000,Petrol,Manual,Chennai,Maroon,First,Other,1598.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,0.01961904761904762,0.04026315789473684,1
1576,Mercedes-Benz,13100000,17000,Petrol,Automatic,Delhi,White,First,Individual,2999.0,AWD,5207.0,2157.0,1823.0,7.0,90.0,0.06581818181818182,0.3125,1
1577,Audi,2690000,57000,Diesel,Automatic,Gurgaon,White,First,Individual,1968.0,AWD,4629.0,1898.0,1653.0,5.0,75.0,0.041428571428571426,0.21714285714285714,6
1578,Honda,1255000,10000,Petrol,Manual,Mumbai,White,First,Other,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,1
1579,Audi,825000,63300,Diesel,Automatic,Delhi,White,First,Individual,2967.0,,4628.0,1879.0,1651.0,5.0,75.0,,,13
1580,Hyundai,390000,46000,Petrol,Manual,Pune,Other,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,8
1581,Hyundai,525000,64000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,8
1582,Audi,3450000,4600,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984.0,AWD,4318.0,1805.0,1548.0,5.0,55.0,0.04476190476190476,0.21333333333333335,0
1583,Mercedes-Benz,2825000,23000,Diesel,Automatic,Mumbai,Red,First,Individual,2143.0,FWD,4630.0,1777.0,1432.0,5.0,,0.03722222222222222,0.1875,4
1584,Mahindra,1090000,144933,Diesel,Manual,Nashik,White,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.20625,5
1585,Honda,275000,80000,Petrol,Manual,Mohali,Grey,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,13
1586,Toyota,434999,32545,Petrol,Manual,Kolkata,Silver,First,Individual,1197.0,FWD,3895.0,1735.0,1555.0,5.0,45.0,0.014107142857142856,0.03354838709677419,7
1587,Hyundai,2089999,31000,Diesel,Automatic,Delhi,White,First,Individual,1995.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,0.0455,0.22857142857142856,3
1588,Maruti Suzuki,500000,50000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0185,0.095,7
1589,Maruti Suzuki,400000,65000,Diesel,Manual,Delhi,Silver,Second,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0185,0.095,7
1590,Hyundai,225000,26000,Petrol,Manual,Dehradun,White,First,Individual,1086.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.012363636363636363,0.0017777777777777779,10
1591,Mahindra,965000,27000,Diesel,Manual,Delhi,Black,First,Individual,1497.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,0.030666666666666665,0.2,1
1592,Hyundai,825000,62000,Diesel,Manual,Dehradun,White,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.02225,0.14933333333333335,5
1593,Hyundai,254999,17000,Petrol,Manual,Mohali,Silver,First,Individual,1086.0,FWD,3565.0,1525.0,1590.0,5.0,35.0,0.011272727272727273,0.032,10
1594,Mahindra,525000,39234,Diesel,Manual,Patna,White,Second,Individual,2523.0,RWD,4107.0,1745.0,1880.0,7.0,60.0,0.0196875,0.1392857142857143,7
1595,Ford,285000,72000,Diesel,Manual,Faridabad,Silver,First,Individual,1498.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,0.023733333333333332,0.102,9
1596,Chevrolet,229999,41215,Diesel,Manual,Hyderabad,Silver,First,Individual,936.0,FWD,3640.0,1595.0,1520.0,5.0,35.0,0.0145,0.08571428571428572,11
1597,Volvo,4400000,16519,Petrol,Automatic,Mumbai,White,First,Other,1969.0,FWD,4425.0,1863.0,1652.0,5.0,54.0,0.0374,0.23076923076923078,2
1598,Maruti Suzuki,200000,51000,Petrol,Manual,Mumbai,Other,Second,Individual,998.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,0.010806451612903226,0.025714285714285714,11
1599,Maruti Suzuki,1011000,74179,Diesel,Automatic,Mumbai,Silver,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,3
1600,Mercedes-Benz,6500000,13000,Diesel,Automatic,Mumbai,Silver,First,Individual,1950.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,0.05052631578947368,0.25,2
1601,Maruti Suzuki,1063000,31056,Diesel,Manual,Hyderabad,Other,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.031466666666666664,0.18285714285714286,3
1602,Maruti Suzuki,675000,49148,Petrol,Automatic,Mumbai,Blue,Second,Individual,1373.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,0.015666666666666666,0.0325,6
1603,Mercedes-Benz,7475000,13000,Diesel,Automatic,Delhi,Black,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.05052631578947368,0.25,1
1604,Mercedes-Benz,7000000,19000,Diesel,Automatic,Mumbai,Black,First,Individual,1950.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,0.05052631578947368,0.25,1
1605,Audi,2175000,152000,Diesel,Automatic,Surat,White,First,Individual,1968.0,AWD,4629.0,1898.0,1653.0,5.0,75.0,0.041428571428571426,0.21714285714285714,7
1606,Honda,690000,59000,Petrol,Automatic,Faridabad,Silver,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,7
1607,Audi,1525000,32000,Diesel,Automatic,Delhi,Red,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,6
1608,Honda,475000,72000,Petrol,Automatic,Delhi,Other,First,Individual,2354.0,FWD,4950.0,1845.0,1475.0,5.0,70.0,0.027384615384615386,0.05162790697674419,11
1609,Hyundai,1123000,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,1582.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,0.0315,0.17333333333333334,5
1610,Maruti Suzuki,990000,21894,Petrol,Automatic,Delhi,White,First,Individual,1462.0,FWD,4395.0,1735.0,1690.0,7.0,45.0,0.017166666666666667,0.031363636363636364,3
1611,BMW,5250000,21000,Diesel,Automatic,Chennai,Blue,First,Individual,2993.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,0.0645,0.37333333333333335,4
1612,Honda,515000,63587,Diesel,Manual,Mumbai,Brown,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,0.0275,0.11428571428571428,7
1613,Maruti Suzuki,850000,32000,Petrol,Automatic,Pune,Grey,First,Individual,1462.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.017166666666666667,0.031363636363636364,3
1614,Maruti Suzuki,865000,53694,Diesel,Manual,Pune,Grey,Second,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,4
1615,Maruti Suzuki,365000,140000,Diesel,Manual,Coimbatore,White,Second,Individual,1248.0,FWD,4160.0,1690.0,1530.0,5.0,43.0,,,13
1616,Mercedes-Benz,3390000,91100,Diesel,Automatic,Delhi,Silver,First,Individual,2987.0,AWD,5120.0,1934.0,1850.0,7.0,100.0,0.07166666666666667,0.386875,7
1617,Audi,1450000,58000,Diesel,Automatic,Delhi,Black,Second,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.21714285714285714,8
1618,Hyundai,434999,76148,Diesel,Manual,Hyderabad,Silver,First,Individual,1396.0,,3940.0,1710.0,1505.0,5.0,45.0,,,10
1619,Mahindra,650000,104000,Diesel,Manual,Roorkee,White,First,Individual,2523.0,RWD,4456.0,1820.0,1930.0,8.0,60.0,0.0234375,0.14285714285714285,7
1620,Audi,1175000,50000,Diesel,Automatic,Pune,White,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,0.04214285714285714,0.21714285714285714,9
1621,Hyundai,325000,56000,Petrol,Manual,Dehradun,Silver,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,5
1622,Renault,525000,48000,Diesel,Manual,Patna,Silver,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,0.0224,0.10526315789473684,8
1623,Maruti Suzuki,1225000,23000,Petrol,Manual,Bangalore,White,First,Individual,1462.0,FWD,4395.0,1735.0,1690.0,7.0,45.0,0.017166666666666667,0.031363636363636364,1
1624,Mercedes-Benz,4200000,5600,Diesel,Automatic,Delhi,Grey,Other,Individual,1950.0,FWD,4549.0,1796.0,1446.0,5.0,43.0,0.04323529411764706,0.22857142857142856,1
1625,Hyundai,550000,33000,Petrol,Manual,Mumbai,Red,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.013666666666666667,0.02875,7
1626,Hyundai,1275000,58900,Diesel,Manual,Agra,White,First,Individual,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0315,0.17333333333333334,3
1627,Jeep,1585000,65000,Diesel,Manual,Mohali,White,First,Individual,,,4395.0,1818.0,1640.0,5.0,60.0,,,3
1628,Toyota,960000,222000,Diesel,Manual,Hyderabad,Silver,First,Individual,2494.0,,4555.0,1770.0,1755.0,7.0,55.0,,,10
1629,Land Rover,3900000,20000,Diesel,Automatic,Hyderabad,Grey,First,Individual,1999.0,AWD,4600.0,2069.0,1690.0,7.0,65.0,0.04425,0.24571428571428572,6
1630,Renault,434999,32000,Petrol,Manual,Mysore,Grey,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.009334272631208172,0.016415868673050615,3
1631,Mahindra,650000,62000,Diesel,Manual,Lucknow,White,First,Individual,2523.0,RWD,4107.0,1745.0,1880.0,7.0,,0.0196875,0.1392857142857143,5
1632,Maruti Suzuki,775000,71000,Petrol,Manual,Delhi,Silver,First,Individual,1373.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.015666666666666666,0.0325,5
1633,Hyundai,185000,61000,Petrol,Automatic,Pune,Black,Third,Individual,1197.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,,,14
1634,Maruti Suzuki,204999,42152,Petrol,Manual,Siliguri,Brown,First,Other,,,,,,,,,,11
1635,Hyundai,560000,29000,Petrol,Manual,Bangalore,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,5
1636,Toyota,1000000,158690,Diesel,Manual,Ahmedabad,Silver,Second,Individual,2494.0,RWD,4585.0,1760.0,1760.0,7.0,55.0,0.027777777777777776,0.14285714285714285,8
1637,Mercedes-Benz,5000000,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,2987.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,0.075,0.3875,6
1638,Maruti Suzuki,635000,92000,Diesel,Manual,Mohali,White,Second,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.02225,0.11428571428571428,6
1639,Maruti Suzuki,650000,42000,Petrol,Manual,Lucknow,White,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.014833333333333334,0.02568181818181818,2
1640,Datsun,345000,60969,Petrol,Manual,Ranchi,Silver,First,Individual,1198.0,FWD,3785.0,1635.0,1485.0,5.0,35.0,0.0134,0.026,3
1641,Mahindra,865000,93000,Diesel,Manual,Ahmedabad,White,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.037333333333333336,0.11785714285714285,5
1642,Audi,1380000,100000,Diesel,Automatic,Bangalore,Black,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,0.03357142857142857,0.18285714285714286,8
1643,Maruti Suzuki,585000,31000,Petrol,Manual,Kolkata,Brown,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.015166666666666667,0.0325,4
1644,Toyota,690000,55000,Petrol,Manual,Lucknow,Blue,First,Individual,1197.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,0.013666666666666667,0.026904761904761904,2
1645,Maruti Suzuki,380000,68320,Other,Manual,Faridabad,Silver,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.00935483870967742,0.022,4
1646,Tata,850000,65000,Diesel,Manual,Patna,White,First,Individual,2179.0,RWD,4788.0,1903.0,1791.0,7.0,60.0,0.0385,0.23529411764705882,4
1647,Toyota,1750000,95000,Diesel,Manual,Chennai,White,Second,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.245,9
1648,Maruti Suzuki,275000,85785,Diesel,Manual,Ambala Cantt,Silver,Second,Individual,1248.0,FWD,3775.0,1680.0,1620.0,5.0,43.0,0.01825,0.095,9
1649,Volkswagen,690000,38000,Petrol,Manual,Dehradun,Other,First,Individual,1598.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,0.01961904761904762,0.04026315789473684,4
1650,Hyundai,1130000,12905,Petrol,Manual,Bangalore,White,First,Individual,998.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,0.019666666666666666,0.11466666666666667,2
1651,Toyota,2295000,26000,Diesel,Automatic,Mumbai,Silver,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.05058823529411765,0.3,3
1652,Mercedes-Benz,4100000,9000,Petrol,Automatic,Chennai,Blue,First,Individual,1332.0,FWD,4549.0,1796.0,1446.0,5.0,43.0,0.029272727272727273,0.15432098765432098,1
1653,Tata,725000,65000,Diesel,Manual,Amritsar,White,Second,Individual,1497.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,0.0288,0.17333333333333334,4
1654,Hyundai,595000,48000,Petrol,Manual,Delhi,White,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,0.013666666666666667,0.02875,3
1655,Hyundai,290000,91000,Petrol,Manual,Ahmedabad,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,11
1656,Hyundai,350000,84873,Petrol,Manual,Indore,Red,Second,Individual,,,,,,,,,,11
1657,Jeep,6100000,15000,Petrol,Automatic,Mumbai,Red,First,Individual,1995.0,AWD,4882.0,1894.0,1848.0,5.0,81.0,0.05203883495145631,0.13333333333333333,0
1658,Mahindra,1080000,52000,Diesel,Manual,Lucknow,White,First,Individual,1497.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,0.030666666666666665,0.2,2
